,rid,client_id,gender,transcription,reference,split,weight,wer,cer
1120,train_1120,female_14,female," We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet who composed two masterpieces of Greek literature, the poem's Iliad and Odyssey.",we know many greek politicians scientists and artists possibly the most known person of this culture is homer the legendary blind poet who composed two masterpieces of greek literature the poems iliad and odyssey,train,0.0759297520661157,0.058823529411764705,0.009523809523809525
1123,train_1123,female_14,female," Although in theory they can take place annually, so long as they are in different countries, in practice they are not.",although in theory they can take place annually so long as they are in different countries in practice they are not,train,0.0759297520661157,0.0,0.0
1124,train_1124,female_10,female, This might require filling out a form with a local police or you visit to the immigration offices.,this might require filling out a form with the local police or a visit to the immigration offices,train,0.06611570247933884,0.1111111111111111,0.061855670103092786
1125,train_1125,female_1,female," In good conditions you will be able to cover somewhat greater distances than walking, but only very seldom will you get the speeds of cross country skiing without a heavy backpack in groomed tracks.",in good conditions you will be able to cover somewhat greater distances than walking but only very seldom you will get the speeds of cross country skiing without a heavy backpack in groomed tracks,train,0.07386363636363637,0.058823529411764705,0.04081632653061224
1126,train_1126,female_0,female, Metro Rail has two classes on commuter trains in and around Cape Town. Metro Plus also called First Class and Metro called Third Class.,metrorail has two classes on commuter trains in and around cape town: metroplus also called first class and metro called third class,train,0.06663223140495868,0.18181818181818182,0.016
1131,train_1131,female_11,female," 150 years later, Guinness has grown to a global business that turns over 10 billion euros, US $14.7 billion every year.",250 years later guinness has grown to a global business that turns over 10 billion euros us$14.7 billion every year,train,0.06714876033057851,0.16666666666666666,0.05263157894736842
1133,train_1133,female_6,female, The invisible team is the management team to which each of the members report. The invisible team sets the standards for each member.,the invisible team is the management team to which each of the members report the invisible team sets the standards for each member,train,0.06301652892561983,0.0,0.0
1137,train_1137,female_3,female," Internationally, they're nearly 200 running tour organizations, many of them operate independently.",internationally there are nearly 200 running tour organizations most of them operate independently,train,0.07179752066115702,0.15384615384615385,0.05102040816326531
1138,train_1138,female_3,female," Elsewhere's land is the region's south of the peninsula, bounded by the Bellings house in sea.",ellsworth land is the region south of the peninsula bounded by the bellingshausen sea,train,0.07179752066115702,0.42857142857142855,0.17647058823529413
1139,train_1139,female_0,female, The colonists seeing this activity had also called for reinforcements.,the colonists seeing this activity had also called for reinforcements,train,0.06663223140495868,0.0,0.0
1140,train_1140,female_1,female, Two beams of light have been rigged up to point-scadwards overnight.,two beams of light have been rigged up to point skywards overnight,train,0.07386363636363637,0.08333333333333333,0.046875
1141,train_1141,female_1,female, The JAS-39C group spin crashed into a runway around 9.30am local time and exploded causing the airport to close the airport to commercial flights.,the jas 39c gripen crashed onto a runway at around 9:30 am local time 0230 utc and exploded closing the airport to commercial flights,train,0.07386363636363637,0.5,0.3157894736842105
1142,train_1142,female_1,female," Box Jellyfish occur near beaches in near river estuaries from October to April, north of 1770. They can occasionally be found outside these times.",box jellyfish occur near beaches and near river estuaries from october to april north of 1770 they can occasionally be found outside these times,train,0.07386363636363637,0.041666666666666664,0.013888888888888888
